Nickname,Fullname,RelatedNickname,RelatedFullname,RelationPercentage,Column1,Column7,Column8
YFR003C,YFR003C,SDS22,YKL193C,0.989,,,
RPN11,YFR004W,RPT3,YDR394W,0.989,,,
RPN11,YFR004W,RPN12,YFR052W,0.989,,,
RPN11,YFR004W,RPT6,YGL048C,0.99,,,
RPN11,YFR004W,RPN1,YHR027C,0.99,,,
RPN11,YFR004W,RPN10,YHR200W,0.989,,,
RPN11,YFR004W,RPN2,YIL075C,0.99,,,
RPN11,YFR004W,RPT1,YKL145W,0.989,,,
RPN11,YFR004W,YMR191W,YMR191W,0.406,,,
RPN11,YFR004W,RPT5,YOR117W,0.988,,,
RPN11,YFR004W,RPT4,YOR259C,0.985,,,
RPN11,YFR004W,RPN8,YOR261C,0.99,,,
RPN11,YFR004W,RRS1,YOR294W,0.48,,,
RPN11,YFR004W,RPN7,YPR108W,0.968,,,
GCN20,YFR009W,GCN1,YGL195W,0.989,,,
GCN20,YFR009W,YHL039W,YHL039W,0.364,,,
UBP6,YFR010W,YBL054W,YBL054W,0.389,,,
UBP6,YFR010W,POL4,YCR014C,0.864,,,
UBP6,YFR010W,GSG1,YDR108W,0.813,,,
UBP6,YFR010W,YRA1,YDR381W,0.864,,,
UBP6,YFR010W,RVS167,YDR388W,0.513,,,
UBP6,YFR010W,RPT3,YDR394W,0.989,,,
UBP6,YFR010W,RPN3,YER021W,0.99,,,
UBP6,YFR010W,RPN11,YFR004W,0.99,,,
UBP6,YFR010W,RPN12,YFR052W,0.578,,,
UBP6,YFR010W,RPT6,YGL048C,0.99,,,
UBP6,YFR010W,RPN1,YHR027C,0.968,,,
UBP6,YFR010W,RPN10,YHR200W,0.989,,,
UBP6,YFR010W,RPN2,YIL075C,0.99,,,
UBP6,YFR010W,TOR1,YJR066W,0.288,,,
UBP6,YFR010W,RPT1,YKL145W,0.989,,,
UBP6,YFR010W,MDN1,YLR106C,0.323,,,
UBP6,YFR010W,RPN13,YLR421C,0.905,,,
UBP6,YFR010W,CRN1,YLR429W,0.989,,,
UBP6,YFR010W,RPT5,YOR117W,0.989,,,
UBP6,YFR010W,UBP2,YOR124C,0.513,,,
UBP6,YFR010W,RPT4,YOR259C,0.989,,,
UBP6,YFR010W,RPN8,YOR261C,0.99,,,
UBP6,YFR010W,RPN7,YPR108W,0.987,,,
IOC3,YFR013W,YDL053C,YDL053C,0.294,,,
IOC3,YFR013W,HMO1,YDR174W,0.294,,,
CMK1,YFR014C,CMD1,YBR109C,0.298,,,
GSY1,YFR015C,GLG1,YKR058W,0.767,,,
GSY1,YFR015C,GSY2,YLR258W,0.99,,,
YFR017C,YFR017C,GDB1,YPR184W,0.989,,,
FAB1,YFR019W,MDJ1,YFL016C,0.298,,,
FAB1,YFR019W,VID31,YKL054C,0.404,,,
NMR1,YFR021W,TRM5,YHR070W,0.842,,,
NMR1,YFR021W,SPO72,YNL242W,0.656,,,
YFR024C,YFR024C,RVS167,YDR388W,0.377,,,
YFR024C,YFR024C,YSC84,YHR016C,0.45,,,
YFR024C,YFR024C,YOR042W,YOR042W,0.675,,,
HIS2,YFR025C,YFR031C,YFR031C,0.29,,,
MET10,YFR030W,CPR5,YDR304C,0.404,,,
MET10,YFR030W,YRA1,YDR381W,0.627,,,
MET10,YFR030W,RVS167,YDR388W,0.295,,,
MET10,YFR030W,YJL123C,YJL123C,0.294,,,
MET10,YFR030W,PRT1,YOR361C,0.52,,,
YFR031C,YFR031C,SMC4,YLR086W,0.988,,,
YFR031C,YFR031C,YCS4,YLR272C,0.989,,,
PHO4,YFR034C,HHT1,YBR010W,0.683,,,
PHO4,YFR034C,SOD2,YHR008C,0.479,,,
PHO4,YFR034C,PBI2,YNL015W,0.479,,,
RSC8,YFR037C,RSC1,YGR056W,0.96,,,
RSC8,YFR037C,RTT102,YGR275W,0.968,,,
RSC8,YFR037C,STH1,YIL126W,0.99,,,
RSC8,YFR037C,RSC4,YKR008W,0.968,,,
RSC8,YFR037C,RSC58,YLR033W,0.99,,,
RSC8,YFR037C,SFH1,YLR321C,0.988,,,
RSC8,YFR037C,KAP95,YLR347C,0.333,,,
RSC8,YFR037C,RSC2,YLR357W,0.99,,,
RSC8,YFR037C,RSC9,YML127W,0.99,,,
RSC8,YFR037C,ARP9,YMR033W,0.989,,,
RSC8,YFR037C,NPL6,YMR091C,0.989,,,
RSC8,YFR037C,ARP7,YPR034W,0.989,,,
SAP155,YFR040W,SIT4,YDL047W,0.99,,,
SAP155,YFR040W,PPZ2,YDR436W,0.832,,,
SAP155,YFR040W,NMR1,YFR021W,0.957,,,
YFR048W,YFR048W,HSC82,YMR186W,0.985,,,
YMR31,YFR049W,LPD1,YFL018C,0.913,,,
PRE4,YFR050C,PUP3,YER094C,0.622,,,
PRE4,YFR050C,SCL1,YGL011C,0.989,,,
PRE4,YFR050C,PRE9,YGR135W,0.943,,,
PRE4,YFR050C,PUP2,YGR253C,0.989,,,
PRE4,YFR050C,PRE3,YJL001W,0.989,,,
PRE4,YFR050C,PRE8,YML092C,0.99,,,
PRE4,YFR050C,PRE5,YMR314W,0.943,,,
PRE4,YFR050C,PRE6,YOL038W,0.99,,,
PRE4,YFR050C,PUP1,YOR157C,0.958,,,
PRE4,YFR050C,PRE10,YOR362C,0.989,,,
PRE4,YFR050C,PRE2,YPR103W,0.968,,,
RET2,YFR051C,SEC27,YGL137W,0.99,,,
RET2,YFR051C,SEC28,YIL076W,0.99,,,
RPN12,YFR052W,TFC3,YAL001C,0.794,,,
RPN12,YFR052W,FUN30,YAL019W,0.769,,,
RPN12,YFR052W,ERV46,YAL042W,0.627,,,
RPN12,YFR052W,ILS1,YBL076C,0.295,,,
RPN12,YFR052W,PRP9,YDL030W,0.627,,,
RPN12,YFR052W,NOP14,YDL148C,0.298,,,
RPN12,YFR052W,RPN3,YER021W,0.963,,,
RPN12,YFR052W,DBP3,YGL078C,0.406,,,
RPN12,YFR052W,VPS45,YGL095C,0.645,,,
RPN12,YFR052W,MPT5,YGL178W,0.627,,,
RPN12,YFR052W,RPN1,YHR027C,0.983,,,
RPN12,YFR052W,KIC1,YHR102W,0.298,,,
RPN12,YFR052W,RPT1,YKL145W,0.404,,,
RPN12,YFR052W,TOR2,YKL203C,0.817,,,
RPN12,YFR052W,CSM3,YMR048W,0.298,,,
RPN12,YFR052W,YTA12,YMR089C,0.392,,,
RPN12,YFR052W,RPT4,YOR259C,0.404,,,
RPN12,YFR052W,RPN8,YOR261C,0.983,,,
RPN12,YFR052W,MOT1,YPL082C,0.406,,,
RPN12,YFR052W,RPN7,YPR108W,0.983,,,
COD5,YGL005C,COD3,YGL223C,0.984,,,
COD5,YGL005C,DOR1,YML071C,0.987,,,
COD5,YGL005C,COD2,YNL041C,0.581,,,
LEU1,YGL009C,MSM1,YGR171C,0.37,,,
SCL1,YGL011C,RFT1,YBL020W,0.404,,,
SCL1,YGL011C,URH1,YDR400W,0.404,,,
SCL1,YGL011C,PUP3,YER094C,0.817,,,
SCL1,YGL011C,ASK10,YGR097W,0.295,,,
SCL1,YGL011C,PRE9,YGR135W,0.974,,,
SCL1,YGL011C,PUP2,YGR253C,0.973,,,
SCL1,YGL011C,SGA1,YIL099W,0.404,,,
SCL1,YGL011C,DCG1,YIR030C,0.404,,,
SCL1,YGL011C,PRE3,YJL001W,0.841,,,
SCL1,YGL011C,ARG3,YJL088W,0.404,,,
SCL1,YGL011C,YKR070W,YKR070W,0.404,,,
SCL1,YGL011C,YLR211C,YLR211C,0.404,,,
SCL1,YGL011C,YEF3,YLR249W,0.294,,,
SCL1,YGL011C,PRE8,YML092C,0.983,,,
SCL1,YGL011C,PRE5,YMR314W,0.404,,,
SCL1,YGL011C,PRE6,YOL038W,0.983,,,
SCL1,YGL011C,PUP1,YOR157C,0.983,,,
SCL1,YGL011C,PRE10,YOR362C,0.973,,,
PUF4,YGL014W,BNA1,YJR025C,0.392,,,
PUF4,YGL014W,DBP2,YNL112W,0.385,,,
YGL020C,YGL020C,YDL100C,YDL100C,0.989,,,
YGL020C,YGL020C,YER083C,YER083C,0.882,,,
PGD1,YGL025C,MED2,YDL005C,0.93,,,
PGD1,YGL025C,HYP2,YEL034W,0.384,,,
PGD1,YGL025C,SOH1,YGL127C,0.976,,,
PGD1,YGL025C,MED6,YHR058C,0.384,,,
PGD1,YGL025C,CSE2,YNR010W,0.574,,,
PGD1,YGL025C,GAL11,YOL051W,0.753,,,
PGD1,YGL025C,MED4,YOR174W,0.702,,,
PGD1,YGL025C,MED1,YPR070W,0.275,,,
PGD1,YGL025C,NUT2,YPR168W,0.902,,,
MIG1,YGL035C,YAR010C,YAR010C,0.404,,,
MIG1,YGL035C,HTB2,YBL002W,0.295,,,
MIG1,YGL035C,HTA2,YBL003C,0.406,,,
MIG1,YGL035C,HHT1,YBR010W,0.294,,,
MIG1,YGL035C,BMH2,YDR099W,0.294,,,
MIG1,YGL035C,HMO1,YDR174W,0.769,,,
YGL039W,YGL039W,YER064C,YER064C,0.48,,,
RNA15,YGL044C,RNA14,YMR061W,0.989,,,
RNA15,YGL044C,CLP1,YOR250C,0.48,,,
YGL046W,YGL046W,HAP3,YBL021C,0.29,,,
YGL046W,YGL046W,PUF4,YGL014W,0.286,,,
YGL046W,YGL046W,YPL216W,YPL216W,0.392,,,
RPT6,YGL048C,RPT3,YDR394W,0.989,,,
RPT6,YGL048C,RPN3,YER021W,0.99,,,
RPT6,YGL048C,RPN12,YFR052W,0.989,,,
RPT6,YGL048C,YGL004C,YGL004C,0.486,,,
RPT6,YGL048C,HUL5,YGL141W,0.293,,,
RPT6,YGL048C,RPN1,YHR027C,0.944,,,
RPT6,YGL048C,RPN10,YHR200W,0.989,,,
RPT6,YGL048C,RPN2,YIL075C,0.99,,,
RPT6,YGL048C,RPT1,YKL145W,0.989,,,
RPT6,YGL048C,RPT5,YOR117W,0.805,,,
RPT6,YGL048C,RPT4,YOR259C,0.989,,,
RPT6,YGL048C,RPN8,YOR261C,0.99,,,
RPT6,YGL048C,YPL004C,YPL004C,0.796,,,
RPT6,YGL048C,RPN7,YPR108W,0.99,,,
TIF4632,YGL049C,NOP1,YDL014W,0.986,,,
TIF4632,YGL049C,NAB2,YGL122C,0.664,,,
TIF4632,YGL049C,TIF2,YJL138C,0.989,,,
TIF4632,YGL049C,CDC33,YOL139C,0.93,,,
YGL050W,YGL050W,GEA1,YJR031C,0.404,,,
YGL057C,YGL057C,GIP1,YBR045C,0.451,,,
RAD6,YGL058W,BRE1,YDL074C,0.985,,,
DUO1,YGL061C,MAM33,YIL070C,0.666,,,
DUO1,YGL061C,ASK1,YKL052C,0.97,,,
DUO1,YGL061C,SPC34,YKR037C,0.989,,,
DUO1,YGL061C,NAP1,YKR048C,0.988,,,
DUO1,YGL061C,DAD2,YKR083C,0.939,,,
SGF73,YGL066W,SSZ1,YHR064C,0.56,,,
SGF73,YGL066W,HSP104,YLL026W,0.986,,,
NPY1,YGL067W,YRA1,YDR381W,0.404,,,
NPY1,YGL067W,YHR121W,YHR121W,0.298,,,
NPY1,YGL067W,SPC34,YKR037C,0.425,,,
NPY1,YGL067W,CDC31,YOR257W,0.298,,,
RPB9,YGL070C,GDH3,YAL062W,0.475,,,
RPB9,YGL070C,YBL059W,YBL059W,0.716,,,
RPB9,YGL070C,RHK1,YBL082C,0.679,,,
RPB9,YGL070C,YCR079W,YCR079W,0.601,,,
RPB9,YGL070C,RVS167,YDR388W,0.663,,,
RPB9,YGL070C,RPB7,YDR404C,0.989,,,
RPB9,YGL070C,PUF4,YGL014W,0.62,,,
RPB9,YGL070C,DST1,YGL043W,0.81,,,
RPB9,YGL070C,TFG2,YGR005C,0.989,,,
RPB9,YGL070C,SPT4,YGR063C,0.944,,,
RPB9,YGL070C,TFG1,YGR186W,0.887,,,
RPB9,YGL070C,RPB3,YIL021W,0.99,,,
RPB9,YGL070C,RPB4,YJL140W,0.989,,,
RPB9,YGL070C,SPT5,YML010W,0.866,,,
RPB9,YGL070C,RPB11,YOL005C,0.944,,,
RPB9,YGL070C,RPB2,YOR151C,0.989,,,
RPB9,YGL070C,RPB10,YOR210W,0.944,,,
RPB9,YGL070C,RPB8,YOR224C,0.813,,,
RPB9,YGL070C,TAF30,YPL129W,0.826,,,
RPB9,YGL070C,RPO26,YPR187W,0.712,,,
HSF1,YGL073W,SKT5,YBL061C,0.332,,,
HSF1,YGL073W,CDC6,YJL194W,0.319,,,
HSF1,YGL073W,YLR419W,YLR419W,0.319,,,
DBP3,YGL078C,KRR1,YCL059C,0.75,,,
DBP3,YGL078C,NOP1,YDL014W,0.434,,,
DBP3,YGL078C,NHP2,YDL208W,0.559,,,
DBP3,YGL078C,SNU13,YEL026W,0.364,,,
DBP3,YGL078C,NOP10,YHR072W-A,0.364,,,
DBP3,YGL078C,GAR1,YHR089C,0.663,,,
DBP3,YGL078C,CBF5,YLR175W,0.584,,,
DBP3,YGL078C,SIK1,YLR197W,0.944,,,
DBP3,YGL078C,KRI1,YNL308C,0.663,,,
MAD1,YGL086W,MAD2,YJL030W,0.939,,,
MMS2,YGL087C,YMR140W,YMR140W,0.785,,,
MMS2,YGL087C,YMR323W,YMR323W,0.372,,,
LIF1,YGL090W,HOR2,YER062C,0.404,,,
NUP145,YGL092W,SAC6,YDR129C,0.403,,,
NUP145,YGL092W,SEH1,YGL100W,0.988,,,
NUP145,YGL092W,NUP85,YJR042W,0.989,,,
NUP145,YGL092W,NUP120,YKL057C,0.986,,,
NUP145,YGL092W,SEC13,YLR208W,0.989,,,
NUP145,YGL092W,CRN1,YLR429W,0.585,,,
PAN2,YGL094C,PAN3,YKL025C,0.928,,,
SRM1,YGL097W,GSP1,YLR293C,0.985,,,
SRM1,YGL097W,YNL247W,YNL247W,0.663,,,
SRM1,YGL097W,EGD1,YPL037C,0.663,,,
LSG1,YGL099W,FES1,YBR101C,0.601,,,
LSG1,YGL099W,HMO1,YDR174W,0.535,,,
LSG1,YGL099W,YRA1,YDR381W,0.624,,,
LSG1,YGL099W,RRS1,YOR294W,0.638,,,
ARC1,YGL105W,ATG14,YBR128C,0.445,,,
ARC1,YGL105W,PHO89,YBR296C,0.445,,,
ARC1,YGL105W,CCC2,YDR270W,0.445,,,
ARC1,YGL105W,EFT2,YDR385W,0.399,,,
ARC1,YGL105W,SEC34,YER157W,0.445,,,
ARC1,YGL105W,YGL245W,YGL245W,0.879,,,
ARC1,YGL105W,MES1,YGR264C,0.988,,,
ARC1,YGL105W,YHL009WB,YHL009W-B,0.445,,,
ARC1,YGL105W,YHR131C,YHR131C,0.399,,,
ARC1,YGL105W,MGA2,YIR033W,0.445,,,
ARC1,YGL105W,HPR5,YJL092W,0.452,,,
ARC1,YGL105W,YKL050C,YKL050C,0.445,,,
ARC1,YGL105W,NHA1,YLR138W,0.445,,,
ARC1,YGL105W,YLR247C,YLR247C,0.445,,,
ARC1,YGL105W,CAT8,YMR280C,0.401,,,
ARC1,YGL105W,HDA1,YNL021W,0.452,,,
ARC1,YGL105W,YNL119W,YNL119W,0.445,,,
ARC1,YGL105W,PHO91,YNR013C,0.445,,,
ARC1,YGL105W,PET127,YOR017W,0.445,,,
ARC1,YGL105W,MCA1,YOR197W,0.445,,,
MLC1,YGL106W,MYO4,YAL029C,0.403,,,
MLC1,YGL106W,CMD1,YBR109C,0.928,,,
MLC1,YGL106W,HSP42,YDR171W,0.741,,,
MLC1,YGL106W,RVS167,YDR388W,0.58,,,
MLC1,YGL106W,PIL1,YGR086C,0.755,,,
MLC1,YGL106W,CRN1,YLR429W,0.976,,,
MLC1,YGL106W,CDC33,YOL139C,0.304,,,
MLC1,YGL106W,MYO2,YOR326W,0.976,,,
MLC1,YGL106W,YPL004C,YPL004C,0.722,,,
MLC1,YGL106W,YPR171W,YPR171W,0.972,,,
YGL108C,YGL108C,CDC48,YDL126C,0.908,,,
YGL110C,YGL110C,YKR023W,YKR023W,0.429,,,
NSA1,YGL111W,PMS1,YNL082W,0.295,,,
NSA1,YGL111W,RDR1,YOR380W,0.392,,,
TAF6,YGL112C,HTB2,YBL002W,0.585,,,
TAF6,YGL112C,SPT7,YBR081C,0.555,,,
TAF6,YGL112C,YRA1,YDR381W,0.671,,,
TAF6,YGL112C,SGF73,YGL066W,0.99,,,
TAF6,YGL112C,GCN5,YGR252W,0.99,,,
TAF6,YGL112C,TAF145,YGR274C,0.968,,,
TAF6,YGL112C,SPT8,YLR055C,0.986,,,
TAF6,YGL112C,TAF40,YML015C,0.984,,,
TAF6,YGL112C,MPT1,YMR005W,0.863,,,
TAF6,YGL112C,TAF67,YMR227C,0.938,,,
TAF6,YGL112C,TAF17,YMR236W,0.968,,,
TAF6,YGL112C,SPT20,YOL148C,0.968,,,
TAF6,YGL112C,TAF47,YPL011C,0.938,,,
TAF6,YGL112C,YPL047W,YPL047W,0.825,,,
TAF6,YGL112C,HFI1,YPL254W,0.989,,,
PRP43,YGL120C,NOP1,YDL014W,0.989,,,
PRP43,YGL120C,YRA1,YDR381W,0.863,,,
PRP43,YGL120C,CWC23,YGL128C,0.989,,,
PRP43,YGL120C,YKR022C,YKR022C,0.75,,,
PRP43,YGL120C,STM1,YLR150W,0.34,,,
PRP43,YGL120C,YLR424W,YLR424W,0.99,,,
PRP43,YGL120C,YNL224C,YNL224C,0.957,,,
PRP43,YGL120C,KRI1,YNL308C,0.563,,,
PRP43,YGL120C,TRF4,YOL115W,0.577,,,
NAB2,YGL122C,YRA1,YDR381W,0.737,,,
NAB2,YGL122C,STM1,YLR150W,0.988,,,
NAB2,YGL122C,GFD1,YMR255W,0.69,,,
MON1,YGL124C,YAP1,YML007W,0.334,,,
MON1,YGL124C,RPB2,YOR151C,0.322,,,
MET13,YGL125W,MET12,YPL023C,0.95,,,
SOH1,YGL127C,MED8,YBR193C,0.984,,,
SOH1,YGL127C,MED2,YDL005C,0.763,,,
SOH1,YGL127C,MED6,YHR058C,0.989,,,
SOH1,YGL127C,RGR1,YLR071C,0.501,,,
SOH1,YGL127C,STM1,YLR150W,0.988,,,
SOH1,YGL127C,SIN4,YNL236W,0.984,,,
SOH1,YGL127C,CSE2,YNR010W,0.586,,,
SOH1,YGL127C,GAL11,YOL051W,0.943,,,
SOH1,YGL127C,MED7,YOL135C,0.989,,,
SOH1,YGL127C,MED4,YOR174W,0.989,,,
SOH1,YGL127C,MED1,YPR070W,0.943,,,
SOH1,YGL127C,NUT2,YPR168W,0.988,,,
ITC1,YGL133W,STE50,YCL032W,0.294,,,
ITC1,YGL133W,YJL065C,YJL065C,0.983,,,
ITC1,YGL133W,ISW2,YOR304W,0.946,,,
SEC27,YGL137W,CKA1,YIL035C,0.353,,,
SEC27,YGL137W,SEC28,YIL076W,0.968,,,
SEC27,YGL137W,LCB5,YLR260W,0.374,,,
SEC27,YGL137W,MRE11,YMR224C,0.482,,,
SEC27,YGL137W,SEC21,YNL287W,0.834,,,
SEC27,YGL137W,RET3,YPL010W,0.939,,,
INO80,YGL150C,ARP8,YOR141C,0.968,,,
INO80,YGL150C,RVB2,YPL235W,0.989,,,
NUT1,YGL151W,MED2,YDL005C,0.813,,,
NUT1,YGL151W,SRB7,YDR308C,0.852,,,
NUT1,YGL151W,PGD1,YGL025C,0.639,,,
NUT1,YGL151W,SRB5,YGR104C,0.99,,,
NUT1,YGL151W,CSE2,YNR010W,0.863,,,
NUT1,YGL151W,GAL11,YOL051W,0.968,,,
NUT1,YGL151W,MED7,YOL135C,0.99,,,
NUT1,YGL151W,MED4,YOR174W,0.989,,,
NUT1,YGL151W,MED1,YPR070W,0.957,,,
NUT1,YGL151W,NUT2,YPR168W,0.559,,,
CDC43,YGL155W,RAM2,YKL019W,0.99,,,
YGL157W,YGL157W,POL4,YCR014C,0.48,,,
YGL157W,YGL157W,ROK1,YGL171W,0.767,,,
YGL157W,YGL157W,YMR034C,YMR034C,0.346,,,
CUP2,YGL166W,YRA1,YDR381W,0.404,,,
PMR1,YGL167C,YAR010C,YAR010C,0.681,,,
PMR1,YGL167C,PET9,YBL030C,0.319,,,
PMR1,YGL167C,YBL071C,YBL071C,0.332,,,
PMR1,YGL167C,AAC3,YBR085W,0.319,,,
PMR1,YGL167C,RPS9B,YBR189W,0.825,,,
PMR1,YGL167C,HXT7,YDR342C,0.332,,,
PMR1,YGL167C,RAD4,YER162C,0.911,,,
PMR1,YGL167C,PMA1,YGL008C,0.332,,,
PMR1,YGL167C,ECM37,YIL146C,0.319,,,
PMR1,YGL167C,RPL10,YLR075W,0.507,,,
PMR1,YGL167C,POR1,YNL055C,0.332,,,
KEM1,YGL173C,LSM2,YBL026W,0.297,,,
KEM1,YGL173C,PAT1,YCR077C,0.957,,,
KEM1,YGL173C,LSM6,YDR378C,0.884,,,
KEM1,YGL173C,YRA1,YDR381W,0.892,,,
KEM1,YGL173C,YGR054W,YGR054W,0.989,,,
KEM1,YGL173C,PIL1,YGR086C,0.99,,,
KEM1,YGL173C,SBP1,YHL034C,0.868,,,
KEM1,YGL173C,YKL023W,YKL023W,0.886,,,
KEM1,YGL173C,STM1,YLR150W,0.855,,,
KEM1,YGL173C,CBF5,YLR175W,0.334,,,
KEM1,YGL173C,YPL004C,YPL004C,0.359,,,
SAE2,YGL175C,RVS167,YDR388W,0.722,,,
MDS3,YGL197W,CDC25,YLR310C,0.671,,,
EMP24,YGL200C,ERP1,YAR002C-A,0.404,,,
EMP24,YGL200C,NOP1,YDL014W,0.286,,,
EMP24,YGL200C,YDL053C,YDL053C,0.29,,,
EMP24,YGL200C,HMO1,YDR174W,0.737,,,
EMP24,YGL200C,YRA1,YDR381W,0.392,,,
EMP24,YGL200C,GSY1,YFR015C,0.29,,,
EMP24,YGL200C,STM1,YLR150W,0.404,,,
EMP24,YGL200C,ERV25,YML012W,0.425,,,
KEX1,YGL203C,YDL053C,YDL053C,0.29,,,
KEX1,YGL203C,PUF4,YGL014W,0.298,,,
KEX1,YGL203C,ISA2,YPR067W,0.392,,,
CHC1,YGL206C,CLC1,YGR167W,0.968,,,
SPT16,YGL207W,BEM2,YER155C,0.846,,,
SPT16,YGL207W,CKB1,YGL019W,0.989,,,
SPT16,YGL207W,RTF1,YGL244W,0.99,,,
SPT16,YGL207W,ASK10,YGR097W,0.855,,,
SPT16,YGL207W,YHR035W,YHR035W,0.323,,,
SPT16,YGL207W,CKA1,YIL035C,0.99,,,
SPT16,YGL207W,STM1,YLR150W,0.479,,,
SPT16,YGL207W,CDC73,YLR418C,0.968,,,
SPT16,YGL207W,POB3,YML069W,0.99,,,
SPT16,YGL207W,YMR041C,YMR041C,0.898,,,
SPT16,YGL207W,STO1,YMR125W,0.786,,,
SPT16,YGL207W,TOP2,YNL088W,0.99,,,
SPT16,YGL207W,TOP1,YOL006C,0.934,,,
SPT16,YGL207W,YOL054W,YOL054W,0.94,,,
SPT16,YGL207W,CTR9,YOL145C,0.517,,,
SPT16,YGL207W,CKB2,YOR039W,0.968,,,
SPT16,YGL207W,CKA2,YOR061W,0.99,,,
SPT16,YGL207W,RAS1,YOR101W,0.275,,,
SPT16,YGL207W,LEO1,YOR123C,0.99,,,
SKI8,YGL213C,MYO4,YAL029C,0.295,,,
SKI8,YGL213C,YCR016W,YCR016W,0.404,,,
SKI8,YGL213C,NOP1,YDL014W,0.298,,,
SKI8,YGL213C,YRA1,YDR381W,0.817,,,
SKI8,YGL213C,NUG1,YER006W,0.294,,,
SKI8,YGL213C,KEM1,YGL173C,0.769,,,
SKI8,YGL213C,BCY1,YIL033C,0.769,,,
SKI8,YGL213C,PUT3,YKL015W,0.392,,,
SKI8,YGL213C,YKL023W,YKL023W,0.769,,,
SKI8,YGL213C,RPF2,YKR081C,0.294,,,
SKI8,YGL213C,STM1,YLR150W,0.392,,,
SKI8,YGL213C,SKI2,YLR398C,0.983,,,
SKI8,YGL213C,KRI1,YNL308C,0.294,,,
SKI8,YGL213C,RRS1,YOR294W,0.392,,,
SKI8,YGL213C,SKI3,YPR189W,0.841,,,
YGL220W,YGL220W,GRX3,YDR098C,0.743,,,
VID30,YGL227W,HTA2,YBL003C,0.663,,,
VID30,YGL227W,RPL23A,YBL087C,0.303,,,
VID30,YGL227W,VID24,YBR105C,0.989,,,
VID30,YGL227W,VMA2,YBR127C,0.584,,,
VID30,YGL227W,YCL039W,YCL039W,0.636,,,
VID30,YGL227W,YDL176W,YDL176W,0.989,,,
VID30,YGL227W,YDR255C,YDR255C,0.884,,,
VID30,YGL227W,VID28,YIL017C,0.99,,,
VID30,YGL227W,FYV10,YIL097W,0.99,,,
VID30,YGL227W,YMR135C,YMR135C,0.968,,,
SAP4,YGL229C,HIF1,YLL022C,0.295,,,
"ADE5,7",YGL234W,GSY2,YLR258W,0.549,,,
HAP2,YGL237C,HAP3,YBL021C,0.769,,,
HAP2,YGL237C,HAP5,YOR358W,0.975,,,
DOC1,YGL240W,APC4,YDR118W,0.988,,,
DOC1,YGL240W,CDC23,YHR166C,0.989,,,
DOC1,YGL240W,MND2,YIR025W,0.611,,,
DOC1,YGL240W,CDC16,YKL022C,0.98,,,
DOC1,YGL240W,APC2,YLR127C,0.988,,,
DOC1,YGL240W,APC1,YNL172W,0.985,,,
KAP114,YGL241W,NAP1,YKR048C,0.984,,,
KAP114,YGL241W,HTZ1,YOL012C,0.83,,,
RTF1,YGL244W,YRA1,YDR381W,0.275,,,
RTF1,YGL244W,CDC73,YLR418C,0.99,,,
RTF1,YGL244W,CTR9,YOL145C,0.99,,,
RTF1,YGL244W,LEO1,YOR123C,0.99,,,
RTG2,YGL252C,HTA2,YBL003C,0.554,,,
RTG2,YGL252C,BMH2,YDR099W,0.549,,,
RTG2,YGL252C,YRA1,YDR381W,0.824,,,
RTG2,YGL252C,RVS167,YDR388W,0.549,,,
RTG2,YGL252C,SPT16,YGL207W,0.614,,,
RTG2,YGL252C,PIL1,YGR086C,0.63,,,
RTG2,YGL252C,CRN1,YLR429W,0.986,,,
RTG2,YGL252C,RRP5,YMR229C,0.49,,,
RTG2,YGL252C,MKS1,YNL076W,0.755,,,
RTG2,YGL252C,YNL208W,YNL208W,0.461,,,
RTG2,YGL252C,YPL004C,YPL004C,0.549,,,
HXK2,YGL253W,HXK1,YFR053C,0.856,,,
YGR002C,YGR002C,SWR1,YDR334W,0.852,,,
YGR002C,YGR002C,VID21,YDR359C,0.81,,,
YGR002C,YGR002C,YNG2,YHR090C,0.863,,,
YGR002C,YGR002C,ARP4,YJL081C,0.99,,,
YGR002C,YGR002C,YLR385C,YLR385C,0.858,,,
YGR002C,YGR002C,YAF9,YNL107W,0.988,,,
YGR002C,YGR002C,YNL136W,YNL136W,0.691,,,
YGR002C,YGR002C,RVB2,YPL235W,0.989,,,
YGR003W,YGR003W,MYO2,YOR326W,0.988,,,
YGR010W,YGR010W,YLR328W,YLR328W,0.973,,,
VMA7,YGR020C,VMA10,YHR039C-B,0.939,,,
VMA7,YGR020C,VMA13,YPR036W,0.988,,,
YGR021W,YGR021W,YLR269C,YLR269C,0.404,,,
POP6,YGR030C,RPP1,YHR062C,0.945,,,
ACB1,YGR037C,Q0110,Q0110,0.319,,,
ACB1,YGR037C,NUP170,YBL079W,0.755,,,
ACB1,YGR037C,SEC5,YDR166C,0.332,,,
ACB1,YGR037C,STE2,YFL026W,0.527,,,
ACB1,YGR037C,KNS1,YLL019C,0.332,,,
ACB1,YGR037C,ADE13,YLR359W,0.332,,,
ACB1,YGR037C,FRE7,YOL152W,0.319,,,
TFC4,YGR047C,TFC7,YOR110W,0.99,,,
UFD1,YGR048W,NPL4,YBR170C,0.841,,,
RSC1,YGR056W,RTT102,YGR275W,0.64,,,
RSC1,YGR056W,STH1,YIL126W,0.898,,,
RSC1,YGR056W,RSC4,YKR008W,0.99,,,
RSC1,YGR056W,RSC58,YLR033W,0.99,,,
